A1BG	ENSG00000121410
ARHGAP44	ENSG00000006740
ARHGAP45	ENSG00000180448
ARHGAP5	ENSG00000100852
ARHGAP6	ENSG00000047648
ARHGAP8	ENSG00000241484
ARHGAP9	ENSG00000123329
ARHGDIA	ENSG00000141522
ARHGDIB	ENSG00000111348
ARHGDIG	ENSG00000242173
ARHGEF1	ENSG00000076928
ARHGEF10	ENSG00000104728
ARHGEF10L	ENSG00000074964
ARHGEF11	ENSG00000132694
ARHGEF12	ENSG00000196914
ARHGEF15	ENSG00000198844
ARHGEF16	ENSG00000130762
ARHGEF17	ENSG00000110237
ARHGEF18	ENSG00000104880
ARHGEF19	ENSG00000142632
ARHGEF2	ENSG00000116584
ARHGEF25	ENSG00000240771
ARHGEF26	ENSG00000114790
ARHGEF28	ENSG00000214944
ARHGEF3	ENSG00000163947
ARHGEF33	ENSG00000214694
ARHGEF35	ENSG00000213214
ARHGEF37	ENSG00000183111
ARHGEF38	ENSG00000236699
ARHGEF39	ENSG00000137135
ARHGEF4	ENSG00000136002
ARHGEF40	ENSG00000165801
ARHGEF5	ENSG00000050327
ARHGEF6	ENSG00000129675
ARHGEF7	ENSG00000102606
ARHGEF9	ENSG00000131089
ARID1A	ENSG00000117713
ARID1B	ENSG00000049618
ARID2	ENSG00000189079
ARID3A	ENSG00000116017
ARID3B	ENSG00000179361
ARID3C	ENSG00000205143
ARID4A	ENSG00000032219
ARID4B	ENSG00000054267
ARID5A	ENSG00000196843
ARID5B	ENSG00000150347
ARIH1	ENSG00000166233
ARIH2	ENSG00000177479
ARL1	ENSG00000120805
ARL10	ENSG00000175414
ARL11	ENSG00000152213
ARL13A	ENSG00000174225
ARL13B	ENSG00000169379
ARL14	ENSG00000179674
ARL14EP	ENSG00000152219
ARL14EPL	ENSG00000268223
ARL15	ENSG00000185305
ARL16	ENSG00000214087
ARL2	ENSG00000213465
ARL2BP	ENSG00000102931
ARL3	ENSG00000138175
ARL4A	ENSG00000122644
ARL4C	ENSG00000188042
ARL4D	ENSG00000175906
ARL5A	ENSG00000162980
ARL5B	ENSG00000165997
ARL5C	ENSG00000141748
ARL6	ENSG00000113966
ARL6IP1	ENSG00000170540
ARL6IP4	ENSG00000182196
ARL6IP5	ENSG00000144746
ARL6IP6	ENSG00000177917
ARL8A	ENSG00000143862
ARL8B	ENSG00000134108
ARL9	ENSG00000196503
ARMC1	ENSG00000104442
ARMC10	ENSG00000170632
ARMC12	ENSG00000157343
ARMC2	ENSG00000118690
ARMC3	ENSG00000165309
ARMC5	ENSG00000140691
ARMC6	ENSG00000105676
ARMC7	ENSG00000125449
ARMC8	ENSG00000114098
ARMC9	ENSG00000135931
ARMCX1	ENSG00000126947
ARMCX2	ENSG00000184867
ARMCX3	ENSG00000102401
ARMCX4	ENSG00000196440
ARMCX5	ENSG00000125962
ARMCX6	ENSG00000198960
ARMH1	ENSG00000198520
ARMH2	ENSG00000260286
ARMH3	ENSG00000120029
ARMH4	ENSG00000139971
ARMS2	ENSG00000254636
ARMT1	ENSG00000146476
ARNT	ENSG00000143437
ARNT2	ENSG00000172379
ARPC1A	ENSG00000241685
ARPC1B	ENSG00000130429
ARPC2	ENSG00000163466
ARPC3	ENSG00000111229
ARPC4	ENSG00000241553
ARPC5	ENSG00000162704
ARPC5L	ENSG00000136950
ARPIN	ENSG00000242498
ARPP19	ENSG00000128989
ARPP21	ENSG00000172995
ARR3	ENSG00000120500
ARRB1	ENSG00000137486
ARRB2	ENSG00000141480
ARRDC1	ENSG00000197070
ARRDC2	ENSG00000105643
ARRDC3	ENSG00000113369
ARRDC4	ENSG00000140450
ARRDC5	ENSG00000205784
ARSA	ENSG00000100299
ARSB	ENSG00000113273
ARSD	ENSG00000006756
ARSF	ENSG00000062096
ARSG	ENSG00000141337
ARSH	ENSG00000205667
ARSI	ENSG00000183876
ARSJ	ENSG00000180801
ARSK	ENSG00000164291
ARSL	ENSG00000157399
ART1	ENSG00000129744
ART3	ENSG00000156219
ART4	ENSG00000111339
ART5	ENSG00000167311
ARTN	ENSG00000117407
ARV1	ENSG00000173409
ARVCF	ENSG00000099889
ARX	ENSG00000004848
AS3MT	ENSG00000214435
ASAH1	ENSG00000104763
ASAH2	ENSG00000188611
ASAP1	ENSG00000153317
ASAP2	ENSG00000151693
ASAP3	ENSG00000088280
ASB1	ENSG00000065802
ASB10	ENSG00000146926
ASB11	ENSG00000165192
ASB12	ENSG00000198881
ASB13	ENSG00000196372
ASB14	ENSG00000239388
ASB15	ENSG00000146809
ASB16	ENSG00000161664
ASB17	ENSG00000154007
ASB18	ENSG00000182177
ASB2	ENSG00000100628
ASB3	ENSG00000115239
ASB4	ENSG00000005981
ASB5	ENSG00000164122
ASB6	ENSG00000148331
ASB7	ENSG00000183475
ASB8	ENSG00000177981
ASB9	ENSG00000102048
ASCC1	ENSG00000138303
ASCC2	ENSG00000100325
ASCC3	ENSG00000112249
ASCL1	ENSG00000139352
ASCL2	ENSG00000183734
ASCL3	ENSG00000176009
ASCL4	ENSG00000187855
ASCL5	ENSG00000232237
ASF1A	ENSG00000111875
ASF1B	ENSG00000105011
ASGR1	ENSG00000141505
ASGR2	ENSG00000161944
ASH1L	ENSG00000116539
ASH2L	ENSG00000129691
ASIC1	ENSG00000110881
ASIC2	ENSG00000108684
ASIC3	ENSG00000213199
ASIC4	ENSG00000072182
ASIC5	ENSG00000256394
ASIP	ENSG00000101440
ASL	ENSG00000126522
ASNS	ENSG00000070669
ASNSD1	ENSG00000138381
ASPA	ENSG00000108381
ASPDH	ENSG00000204653
ASPG	ENSG00000166183
ASPH	ENSG00000198363
ASPHD1	ENSG00000174939
ASPHD2	ENSG00000128203
ASPM	ENSG00000066279
ASPRV1	ENSG00000244617
ASPSCR1	ENSG00000169696
ASRGL1	ENSG00000162174
ASS1	ENSG00000130707
ASTE1	ENSG00000034533
ASTL	ENSG00000188886
ASTN1	ENSG00000152092
ASTN2	ENSG00000148219
ASXL1	ENSG00000171456
ASXL3	ENSG00000141431
ASZ1	ENSG00000154438
ATAD1	ENSG00000138138
ATAD2	ENSG00000156802
ATAD2B	ENSG00000119778
ATAD3A	ENSG00000197785
ATAD3B	ENSG00000160072
ATAD3C	ENSG00000215915
ATAD5	ENSG00000176208
ATAT1	ENSG00000137343
ATCAY	ENSG00000167654
ATE1	ENSG00000107669
ATF1	ENSG00000123268
ATF2	ENSG00000115966
ATF3	ENSG00000162772
ATF4	ENSG00000128272
ATF5	ENSG00000169136
ATF6	ENSG00000118217
ATF6B	ENSG00000213676
ATF7	ENSG00000170653
ATF7IP	ENSG00000171681
ATF7IP2	ENSG00000166669
ATG10	ENSG00000152348
ATG101	ENSG00000123395
ATG12	ENSG00000145782
ATG13	ENSG00000175224
ATG14	ENSG00000126775
ATG16L1	ENSG00000085978
ATG16L2	ENSG00000168010
ATG2A	ENSG00000110046
ATG2B	ENSG00000066739
ATG3	ENSG00000144848
ATG4A	ENSG00000101844
ATG4B	ENSG00000168397
ATG4C	ENSG00000125703
ATG4D	ENSG00000130734
ATG5	ENSG00000057663
ATG7	ENSG00000197548
ATG9A	ENSG00000198925
ATIC	ENSG00000138363
ATL1	ENSG00000198513
ATL2	ENSG00000119787
ATL3	ENSG00000184743
ATM	ENSG00000149311
ATMIN	ENSG00000166454
ATN1	ENSG00000111676
ATOH1	ENSG00000172238
ATOH7	ENSG00000179774
ATOH8	ENSG00000168874
ATOSA	ENSG00000047346
ATOSB	ENSG00000005238
ATOX1	ENSG00000177556
ATP10A	ENSG00000206190
ATP10B	ENSG00000118322
ATP10D	ENSG00000145246
ATP11A	ENSG00000068650
ATP11B	ENSG00000058063
ATP11C	ENSG00000101974
ATP12A	ENSG00000075673
ATP13A1	ENSG00000105726
ATP13A2	ENSG00000159363
ATP13A3	ENSG00000133657
ATP13A4	ENSG00000127249
ATP13A5	ENSG00000187527
ATP1A1	ENSG00000163399
ATP1A2	ENSG00000018625
ATP1A3	ENSG00000105409
ATP1A4	ENSG00000132681
ATP1B1	ENSG00000143153
ATP1B2	ENSG00000129244
ATP1B3	ENSG00000069849
ATP1B4	ENSG00000101892
ATP23	ENSG00000166896
ATP2A1	ENSG00000196296
ATP2A2	ENSG00000174437
ATP2A3	ENSG00000074370
ATP2B1	ENSG00000070961
ATP2B2	ENSG00000157087
ATP2B3	ENSG00000067842
ATP2B4	ENSG00000058668
ATP2C1	ENSG00000017260
ATP2C2	ENSG00000064270
ATP4A	ENSG00000105675
ATP4B	ENSG00000186009
ATP5F1A	ENSG00000152234
ATP5F1B	ENSG00000110955
ATP5F1C	ENSG00000165629
ATP5F1D	ENSG00000099624
ATP5F1E	ENSG00000124172
ATP5IF1	ENSG00000130770
ATP5MC1	ENSG00000159199
ATP5MC2	ENSG00000135390
ATP5MC3	ENSG00000154518
ATP5ME	ENSG00000169020
ATP5MF	ENSG00000241468
ATP5MG	ENSG00000167283
ATP5MGL	ENSG00000249222
ATP5MJ	ENSG00000156411
ATP5MK	ENSG00000173915
ATP5PB	ENSG00000116459
ATP5PD	ENSG00000167863
ATP5PF	ENSG00000154723
ATP5PO	ENSG00000241837
ATP6AP1	ENSG00000071553
ATP6AP2	ENSG00000182220
ATP6V0A1	ENSG00000033627
ATP6V0A2	ENSG00000185344
ATP6V0A4	ENSG00000105929
ATP6V0B	ENSG00000117410
ATP6V0C	ENSG00000185883
ATP6V0D1	ENSG00000159720
ATP6V0D2	ENSG00000147614
ATP6V0E1	ENSG00000113732
ATP6V0E2	ENSG00000171130
ATP6V1A	ENSG00000114573
ATP6V1B1	ENSG00000116039
ATP6V1B2	ENSG00000147416
ATP6V1C1	ENSG00000155097
ATP6V1C2	ENSG00000143882
ATP6V1D	ENSG00000100554
ATP6V1E1	ENSG00000131100
ATP6V1E2	ENSG00000250565
ATP6V1F	ENSG00000128524
ATP6V1G1	ENSG00000136888
ATP6V1G2	ENSG00000213760
ATP6V1G3	ENSG00000151418
ATP6V1H	ENSG00000047249
ATP7A	ENSG00000165240
ATP7B	ENSG00000123191
ATP8A1	ENSG00000124406
ATP8A2	ENSG00000132932
ATP8B1	ENSG00000081923
ATP8B2	ENSG00000143515
ATP8B3	ENSG00000130270
ATP8B4	ENSG00000104043
ATP9A	ENSG00000054793
ATP9B	ENSG00000166377
ATPAF1	ENSG00000123472
ATPAF2	ENSG00000171953
ATPSCKMT	ENSG00000150756
ATR	ENSG00000175054
ATRAID	ENSG00000138085
ATRIP	ENSG00000164053
ATRN	ENSG00000088812
ATRNL1	ENSG00000107518
ATRX	ENSG00000085224
ATXN1	ENSG00000124788
ATXN10	ENSG00000130638
ATXN1L	ENSG00000224470
ATXN2	ENSG00000204842
ATXN2L	ENSG00000168488
ATXN3	ENSG00000066427
ATXN3L	ENSG00000123594
ATXN7	ENSG00000163635
ATXN7L1	ENSG00000146776
ATXN7L2	ENSG00000162650
ATXN7L3	ENSG00000087152
ATXN7L3B	ENSG00000253719
AUH	ENSG00000148090
AUNIP	ENSG00000127423
AUP1	ENSG00000115307
AURKA	ENSG00000087586
AURKAIP1	ENSG00000175756
AURKB	ENSG00000178999
AURKC	ENSG00000105146
AUTS2	ENSG00000158321
AVEN	ENSG00000169857
AVIL	ENSG00000135407
AVL9	ENSG00000105778
AVP	ENSG00000101200
AVPI1	ENSG00000119986
AVPR1A	ENSG00000166148
AVPR1B	ENSG00000198049
AVPR2	ENSG00000126895
AWAT1	ENSG00000204195
AWAT2	ENSG00000147160
AXDND1	ENSG00000162779
AXIN1	ENSG00000103126
AXIN2	ENSG00000168646
AXL	ENSG00000167601
AZGP1	ENSG00000160862
AZI2	ENSG00000163512
AZIN1	ENSG00000155096
AZIN2	ENSG00000142920
AZU1	ENSG00000172232
B2M	ENSG00000166710
B3GALNT1	ENSG00000169255
B3GALNT2	ENSG00000162885
B3GALT1	ENSG00000172318
B3GALT2	ENSG00000162630
B3GALT4	ENSG00000235863
B3GALT5	ENSG00000183778
B3GALT6	ENSG00000176022
B3GAT1	ENSG00000109956
B3GAT2	ENSG00000112309
B3GAT3	ENSG00000149541
B3GLCT	ENSG00000187676
B3GNT2	ENSG00000170340
B3GNT3	ENSG00000179913
B3GNT4	ENSG00000176383
B3GNT5	ENSG00000176597
B3GNT6	ENSG00000198488
B3GNT7	ENSG00000156966
B3GNT8	ENSG00000177191
B3GNT9	ENSG00000237172
B3GNTL1	ENSG00000175711
B4GALNT1	ENSG00000135454
B4GALNT2	ENSG00000167080
B4GALNT3	ENSG00000139044
B4GALNT4	ENSG00000182272
B4GALT1	ENSG00000086062
B4GALT2	ENSG00000117411
B4GALT3	ENSG00000158850
B4GALT4	ENSG00000121578
B4GALT5	ENSG00000158470
B4GALT6	ENSG00000118276
B4GALT7	ENSG00000027847
B4GAT1	ENSG00000174684
B9D1	ENSG00000108641
B9D2	ENSG00000123810
BAALC	ENSG00000164929
BAAT	ENSG00000136881
BABAM1	ENSG00000105393
BABAM2	ENSG00000158019
BACE1	ENSG00000186318
BACE2	ENSG00000182240
BACH1	ENSG00000156273
BACH2	ENSG00000112182
BAD	ENSG00000002330
BAG1	ENSG00000107262
BAG2	ENSG00000112208
BAG3	ENSG00000151929
BAG4	ENSG00000156735
BAG5	ENSG00000166170
BAG6	ENSG00000204463
BAHD1	ENSG00000140320
BAIAP2	ENSG00000175866
BAIAP2L1	ENSG00000006453
BAIAP2L2	ENSG00000128298
BAIAP3	ENSG00000007516
BAK1	ENSG00000030110
BAMBI	ENSG00000095739
BANF1	ENSG00000175334
BANF2	ENSG00000125888
BANK1	ENSG00000153064
BANP	ENSG00000172530
BAP1	ENSG00000163930
BARD1	ENSG00000138376
BARHL1	ENSG00000125492
BARHL2	ENSG00000143032
BARX1	ENSG00000131668
BARX2	ENSG00000043039
BASP1	ENSG00000176788
BATF	ENSG00000156127
BATF2	ENSG00000168062
BATF3	ENSG00000123685
BAX	ENSG00000087088
BAZ1A	ENSG00000198604
BAZ1B	ENSG00000009954
BAZ2A	ENSG00000076108
BAZ2B	ENSG00000123636
BBC3	ENSG00000105327
BBIP1	ENSG00000214413
BBLN	ENSG00000171159
BBOF1	ENSG00000119636
BBOX1	ENSG00000129151
BBS1	ENSG00000174483
BBS10	ENSG00000179941
BBS12	ENSG00000181004
BBS2	ENSG00000125124
BBS4	ENSG00000140463
BBS5	ENSG00000163093
BBS7	ENSG00000138686
BBS9	ENSG00000122507
BBX	ENSG00000114439
BCAM	ENSG00000187244
BCAN	ENSG00000132692
BCAP29	ENSG00000075790
BCAP31	ENSG00000185825
BCAR1	ENSG00000050820
BCAR3	ENSG00000137936
BCAS1	ENSG00000064787
BCAS2	ENSG00000116752
BCAS3	ENSG00000141376
BCAS4	ENSG00000124243
BCAT1	ENSG00000060982
BCAT2	ENSG00000105552
BCCIP	ENSG00000107949
BCDIN3D	ENSG00000186666
BCHE	ENSG00000114200
BCKDHA	ENSG00000248098
BCKDHB	ENSG00000083123
BCKDK	ENSG00000103507
BCL10	ENSG00000142867
BCL11A	ENSG00000119866
BCL11B	ENSG00000127152
BCL2	ENSG00000171791
BCL2A1	ENSG00000140379
BCL2L1	ENSG00000171552
BCL2L10	ENSG00000137875
BCL2L11	ENSG00000153094
BCL2L12	ENSG00000126453
BCL2L13	ENSG00000099968
BCL2L14	ENSG00000121380
BCL2L15	ENSG00000188761
BCL2L2	ENSG00000129473
BCL3	ENSG00000069399
BCL6	ENSG00000113916
BCL6B	ENSG00000161940
BCL7A	ENSG00000110987
BCL7B	ENSG00000106635
BCL7C	ENSG00000099385
BCL9	ENSG00000116128
BCL9L	ENSG00000186174
BCLAF1	ENSG00000029363
BCLAF3	ENSG00000173681
BCO1	ENSG00000135697
BCO2	ENSG00000197580
BCOR	ENSG00000183337
BCORL1	ENSG00000085185
BCR	ENSG00000186716
BCS1L	ENSG00000074582
BDH1	ENSG00000161267
BDH2	ENSG00000164039
BDKRB1	ENSG00000100739
BDKRB2	ENSG00000168398
BDNF	ENSG00000176697
BDP1	ENSG00000145734
BEAN1	ENSG00000166546
BECN1	ENSG00000126581
BEGAIN	ENSG00000183092
BEND2	ENSG00000177324
BEND3	ENSG00000178409
BEND4	ENSG00000188848
BEND5	ENSG00000162373
BEND6	ENSG00000151917
BEND7	ENSG00000165626
BEST1	ENSG00000167995
BEST2	ENSG00000039987
BEST3	ENSG00000127325
BEST4	ENSG00000142959
BET1	ENSG00000105829
BET1L	ENSG00000177951
BEX1	ENSG00000133169
BEX2	ENSG00000133134
BEX3	ENSG00000166681
BEX4	ENSG00000102409
BEX5	ENSG00000184515
BFAR	ENSG00000103429
BFSP1	ENSG00000125864
BFSP2	ENSG00000170819
BGLAP	ENSG00000242252
BGN	ENSG00000182492
BHLHA15	ENSG00000180535
BHLHA9	ENSG00000205899
BHLHE22	ENSG00000180828
BHLHE23	ENSG00000125533
BHLHE40	ENSG00000134107
BHLHE41	ENSG00000123095
BHMT	ENSG00000145692
BHMT2	ENSG00000132840
BICC1	ENSG00000122870
BICD1	ENSG00000151746
BICD2	ENSG00000185963
BICDL1	ENSG00000135127
BICDL2	ENSG00000162069
BICRA	ENSG00000063169
BICRAL	ENSG00000112624
BID	ENSG00000015475
BIK	ENSG00000100290
BIN1	ENSG00000136717
BIN2	ENSG00000110934
BIN3	ENSG00000147439
BIRC2	ENSG00000110330
BIRC3	ENSG00000023445
BIRC5	ENSG00000089685
BIRC6	ENSG00000115760
BIRC7	ENSG00000101197
BIVM	ENSG00000134897
BLCAP	ENSG00000166619
BLID	ENSG00000259571
BLK	ENSG00000136573
BLM	ENSG00000197299
BLMH	ENSG00000108578
BLNK	ENSG00000095585
BLOC1S1	ENSG00000135441
BLOC1S2	ENSG00000196072
BLOC1S3	ENSG00000189114
BLOC1S4	ENSG00000186222
BLOC1S5	ENSG00000188428
BLOC1S6	ENSG00000104164
BLTP1	ENSG00000138688
BLTP2	ENSG00000007202
BLTP3A	ENSG00000065060
BLTP3B	ENSG00000111647
BLVRA	ENSG00000106605
BLVRB	ENSG00000090013
BLZF1	ENSG00000117475
BMAL1	ENSG00000133794
BMAL2	ENSG00000029153
BMERB1	ENSG00000166780
BMF	ENSG00000104081
BMI1	ENSG00000168283
BMP1	ENSG00000168487
BMP10	ENSG00000163217
BMP15	ENSG00000130385
BMP2	ENSG00000125845
BMP2K	ENSG00000138756
BMP3	ENSG00000152785
BMP4	ENSG00000125378
BMP5	ENSG00000112175
BMP6	ENSG00000153162
BMP7	ENSG00000101144
BMP8A	ENSG00000183682
BMP8B	ENSG00000116985
BMPER	ENSG00000164619
BMPR1A	ENSG00000107779
BMPR1B	ENSG00000138696
BMPR2	ENSG00000204217
BMS1	ENSG00000165733
BMT2	ENSG00000164603
BMX	ENSG00000102010
BNC1	ENSG00000169594
BNC2	ENSG00000173068
BNIP1	ENSG00000113734
BNIP2	ENSG00000140299
BNIP3	ENSG00000176171
BNIP3L	ENSG00000104765
BNIP5	ENSG00000189325
BNIPL	ENSG00000163141
BOC	ENSG00000144857
BOD1	ENSG00000145919
BOD1L1	ENSG00000038219
BOD1L2	ENSG00000228075
BOK	ENSG00000176720
BOLA1	ENSG00000178096
BOLA3	ENSG00000163170
BOLL	ENSG00000152430
BOP1	ENSG00000261236
BORA	ENSG00000136122
BORCS5	ENSG00000165714
BORCS6	ENSG00000196544
BORCS7	ENSG00000166275
BORCS8	ENSG00000254901
BPGM	ENSG00000172331
BPHL	ENSG00000137274
BPI	ENSG00000101425
BPIFA1	ENSG00000198183
BPIFA2	ENSG00000131050
BPIFA3	ENSG00000131059
BPIFB1	ENSG00000125999
BPIFB2	ENSG00000078898
BPIFB3	ENSG00000186190
BPIFB4	ENSG00000186191
BPIFB6	ENSG00000167104
BPIFC	ENSG00000184459
BPNT1	ENSG00000162813
BPNT2	ENSG00000104331
BPTF	ENSG00000171634
BRAF	ENSG00000157764
BRAP	ENSG00000089234
BRAT1	ENSG00000106009
BRCA1	ENSG00000012048
BRCA2	ENSG00000139618
BRCC3	ENSG00000185515
BRD1	ENSG00000100425
BRD2	ENSG00000204256
BRD3	ENSG00000169925
BRD4	ENSG00000141867
BRD7	ENSG00000166164
BRD8	ENSG00000112983
BRD9	ENSG00000028310
BRDT	ENSG00000137948
BRF1	ENSG00000185024
BRF2	ENSG00000104221
BRI3	ENSG00000164713
BRI3BP	ENSG00000184992
BRICD5	ENSG00000182685
BRINP1	ENSG00000078725
BRINP2	ENSG00000198797
BRINP3	ENSG00000162670
BRIP1	ENSG00000136492
BRIX1	ENSG00000113460
BRK1	ENSG00000254999
BRME1	ENSG00000132016
BRMS1	ENSG00000174744
BRMS1L	ENSG00000100916
BROX	ENSG00000162819
BRPF1	ENSG00000156983
BRPF3	ENSG00000096070
BRS3	ENSG00000102239
BRSK1	ENSG00000160469
BRSK2	ENSG00000174672
BRWD1	ENSG00000185658
BRWD3	ENSG00000165288
BSCL2	ENSG00000168000
BSDC1	ENSG00000160058
BSG	ENSG00000172270
BSN	ENSG00000164061
BSND	ENSG00000162399
BSPH1	ENSG00000188334
BSPRY	ENSG00000119411
BST1	ENSG00000109743
BST2	ENSG00000130303
BSX	ENSG00000188909
BTAF1	ENSG00000095564
BTBD1	ENSG00000064726
BTBD10	ENSG00000148925
BTBD16	ENSG00000138152
BTBD17	ENSG00000204347
BTBD18	ENSG00000233436
BTBD2	ENSG00000133243
BTBD3	ENSG00000132640
BTBD6	ENSG00000184887
BTBD7	ENSG00000011114
BTBD8	ENSG00000189195
BTBD9	ENSG00000183826
BTC	ENSG00000174808
BTD	ENSG00000169814
BTF3	ENSG00000145741
BTF3L4	ENSG00000134717
BTG1	ENSG00000133639
BTG2	ENSG00000159388
BTG3	ENSG00000154640
BTG4	ENSG00000137707
BTK	ENSG00000010671
BTLA	ENSG00000186265
BTN1A1	ENSG00000124557
BTN2A1	ENSG00000112763
BTN2A2	ENSG00000124508
BTN3A1	ENSG00000026950
BTN3A2	ENSG00000186470
BTN3A3	ENSG00000111801
BTNL3	ENSG00000168903
BTNL8	ENSG00000113303
BTNL9	ENSG00000165810
BTRC	ENSG00000166167
BUB1	ENSG00000169679
BUB1B	ENSG00000156970
BUB3	ENSG00000154473
BUD13	ENSG00000137656
BUD23	ENSG00000071462
BUD31	ENSG00000106245
BVES	ENSG00000112276
BYSL	ENSG00000112578
BZW1	ENSG00000082153
BZW2	ENSG00000136261
C10orf105	ENSG00000214688
C10orf120	ENSG00000183559
C10orf53	ENSG00000178645
C10orf62	ENSG00000203942
C10orf67	ENSG00000179133
C10orf71	ENSG00000177354
C10orf82	ENSG00000165863
C10orf88	ENSG00000119965
C10orf90	ENSG00000154493
C10orf95	ENSG00000120055
C11orf16	ENSG00000176029
C11orf21	ENSG00000110665
C11orf24	ENSG00000171067
C11orf42	ENSG00000180878
C11orf52	ENSG00000149300
C11orf54	ENSG00000182919
C11orf58	ENSG00000110696
C11orf65	ENSG00000166323
C11orf68	ENSG00000175573
C11orf71	ENSG00000180425
C11orf80	ENSG00000173715
C11orf86	ENSG00000173237
C11orf87	ENSG00000185742
C11orf91	ENSG00000205177
C12orf29	ENSG00000133641
C12orf4	ENSG00000047621
C12orf40	ENSG00000180116
C12orf42	ENSG00000179088
C12orf43	ENSG00000157895
C12orf50	ENSG00000165805
C12orf54	ENSG00000177627
C12orf56	ENSG00000185306
C12orf57	ENSG00000111678
C12orf60	ENSG00000182993
C12orf71	ENSG00000214700
C12orf75	ENSG00000235162
C14orf119	ENSG00000179933
C14orf180	ENSG00000184601
C14orf28	ENSG00000179476
C14orf39	ENSG00000179008
C14orf93	ENSG00000100802
C15orf39	ENSG00000167173
C15orf40	ENSG00000169609
C15orf48	ENSG00000166920
C15orf61	ENSG00000189227
C15orf62	ENSG00000188277
C16orf46	ENSG00000166455
C16orf54	ENSG00000185905
C16orf74	ENSG00000154102
C16orf78	ENSG00000166152
C16orf86	ENSG00000159761
C16orf87	ENSG00000155330
C16orf89	ENSG00000153446
C16orf90	ENSG00000215131
C16orf92	ENSG00000167194
C16orf95	ENSG00000260456
C16orf96	ENSG00000205832
C17orf107	ENSG00000205710
C17orf49	ENSG00000258315
C17orf50	ENSG00000270806
C17orf58	ENSG00000186665
C17orf67	ENSG00000214226
C17orf75	ENSG00000108666
C17orf78	ENSG00000278505
C17orf80	ENSG00000141219
C17orf97	ENSG00000187624
C17orf98	ENSG00000275489
C17orf99	ENSG00000187997
C18orf21	ENSG00000141428
C18orf25	ENSG00000152242
C18orf32	ENSG00000177576
C18orf54	ENSG00000166845
C18orf63	ENSG00000206043
C19orf12	ENSG00000131943
C19orf18	ENSG00000177025
C19orf25	ENSG00000119559
C19orf33	ENSG00000167644
C19orf38	ENSG00000214212
C19orf44	ENSG00000105072
C19orf47	ENSG00000160392
C19orf53	ENSG00000104979
C19orf67	ENSG00000188032
C19orf73	ENSG00000221916
C19orf81	ENSG00000235034
C19orf84	ENSG00000262874
C1D	ENSG00000197223
C1GALT1	ENSG00000106392
C1GALT1C1	ENSG00000171155
C1QA	ENSG00000173372
C1QB	ENSG00000173369
C1QBP	ENSG00000108561
C1QC	ENSG00000159189
C1QL1	ENSG00000131094
C1QL2	ENSG00000144119
C1QL3	ENSG00000165985
C1QL4	ENSG00000186897
C1QTNF1	ENSG00000173918
C1QTNF12	ENSG00000184163
C1QTNF2	ENSG00000145861
C1QTNF3	ENSG00000082196
C1QTNF4	ENSG00000172247
C1QTNF5	ENSG00000223953
C1QTNF6	ENSG00000133466
C1QTNF7	ENSG00000163145
C1QTNF8	ENSG00000184471
C1QTNF9	ENSG00000240654
C1QTNF9B	ENSG00000205863
C1RL	ENSG00000139178
C1S	ENSG00000182326
C1orf100	ENSG00000173728
C1orf105	ENSG00000180999
C1orf109	ENSG00000116922
C1orf112	ENSG00000000460
C1orf115	ENSG00000162817
C1orf116	ENSG00000182795
C1orf122	ENSG00000197982
C1orf127	ENSG00000175262
C1orf131	ENSG00000143633
C1orf141	ENSG00000203963
C1orf146	ENSG00000203910
C1orf159	ENSG00000131591
C1orf162	ENSG00000143110
C1orf174	ENSG00000198912
C1orf185	ENSG00000204006
C1orf198	ENSG00000119280
C1orf21	ENSG00000116667
C1orf210	ENSG00000253313
C1orf216	ENSG00000142686
C1orf226	ENSG00000239887
C1orf35	ENSG00000143793
C1orf43	ENSG00000143612
C1orf50	ENSG00000164008
C1orf52	ENSG00000162642
C1orf53	ENSG00000203724
C1orf54	ENSG00000118292
C1orf56	ENSG00000143443
C1orf68	ENSG00000198854
C1orf74	ENSG00000162757
C1orf87	ENSG00000162598
C1orf94	ENSG00000142698
C2	ENSG00000166278
C20orf141	ENSG00000258713
C20orf144	ENSG00000149609
C20orf173	ENSG00000125975
C20orf202	ENSG00000215595
C20orf27	ENSG00000101220
C20orf85	ENSG00000124237
C20orf96	ENSG00000196476
C21orf140	ENSG00000222018
C21orf58	ENSG00000160298
C21orf62	ENSG00000205929
C21orf91	ENSG00000154642
C22orf15	ENSG00000169314
C22orf23	ENSG00000128346
C22orf31	ENSG00000100249
C22orf39	ENSG00000242259
C22orf42	ENSG00000205856
C2CD2	ENSG00000157617
C2CD2L	ENSG00000172375
C2CD3	ENSG00000168014
C2CD4A	ENSG00000198535
C2CD4B	ENSG00000205502
C2CD4C	ENSG00000183186
C2CD4D	ENSG00000225556
C2CD5	ENSG00000111731
C2CD6	ENSG00000155754
C2orf15	ENSG00000273045
C2orf42	ENSG00000115998
C2orf49	ENSG00000135974
C2orf50	ENSG00000150873
C2orf66	ENSG00000187944
C2orf68	ENSG00000168887
C2orf69	ENSG00000178074
C2orf72	ENSG00000204128
C2orf73	ENSG00000177994
C2orf76	ENSG00000186132
C2orf78	ENSG00000187833
C2orf80	ENSG00000188674
C2orf88	ENSG00000187699
C3	ENSG00000125730
C3AR1	ENSG00000171860
C3orf14	ENSG00000114405
